"COL_PROJECT_ID","COL_COVER_PAR","COL_COVER_POL","COL_PRIORITY","COL_SUBJ_OWNER","COL_NAME","COL_PLACE_CODE","COL_SUBJ_CODE","COL_YEAR_START","COL_YEAR_END","COL_COST_IN_EXP_ALL","COL_COST_ALL","COL_COST_FILL_TO_BEF_2","COL_COST_FILL_TO_BEF_1","COL_COST_NEED_0","COL_COST_NO_PUMP_BEF_1","COL_COST_GR_A_0","COL_COST_ALT_SRC_REQ","COL_COST_GR_F_0","COL_COST_GR_B_0","COL_COST_GR_C_0","COL_COST_GR_A_1","COL_COST_GR_C_1","COL_COST_GR_SUM_1","COL_COST_GR_A_2","COL_COST_GR_C_2","COL_COST_GR_SUM_2","COL_COST_GR_A_3","COL_COST_GR_C_3","COL_COST_GR_SUM_3","COL_COST_AFT",
"0193/23","4350","6351",1,"Domov Sluneènice, Ostrava-Poruba","Rekonstrukce podlahy varny v kuchyni budovy D1","Poruba","Magistrát mìsta Ostravy",2025,2025,0,800000,0,0,0,0,0,0,0,0,0,800000,0,800000,0,0,0,0,0,0,0,
"0173/19","2321","6121",1,"odbor investièní (ORJ 230)","Kanalizace Bartovice","Radvanice a Bartovice","Magistrát mìsta Ostravy",2022,2024,0,65362179,5703179,32359000,27300000,1000000,16300000,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,
"0173/19","2310","6121",1,"odbor investièní (ORJ 230)","Kanalizace Bartovice","Radvanice a Bartovice","Magistrát mìsta Ostravy",2022,2024,0,39039000,0,33409000,5630000,2000000,630000,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,
"0197/23","2321","6121",1,"odbor investièní (ORJ 230)","oludìvova - rekonstrukce kanalizace a vodovodu","Ostrava - Jih","Magistrát mìsta Ostravy",2023,2025,0,2871390,0,0,184000,0,32000,0,152000,0,0,466390,2221000,2687390,0,0,0,0,0,0,0,
"0110/19","2212","6121",1,"odbor investièní (ORJ 230)","Propojení Francouzská - Rudná","Poruba","Magistrát mìsta Ostravy",2016,2027,0,289570247,1473247,1097000,5000000,0,5000000,0,0,0,0,57000000,0,57000000,150000000,0,150000000,75000000,0,75000000,0,
"0212/21","3745","6121",1,"odbor investièní (ORJ 230)","Obnova parkové plochy mezi ulicemi Umìlecká a Denisova","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2021,2025,2185000,14637950,381150,701800,3100000,2500000,600000,0,0,0,0,10455000,0,10455000,0,0,0,0,0,0,0,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb SLO - Investièní neúèelová dotace","Slezská Ostrava","MOb Slezská Ostrava",2024,2024,0,36389000,0,0,36389000,2253000,34136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0245/19","2221","6121",5,"odbor investièní (ORJ 230)","Pøestupní uzel Hulváky, II. etapa, tramvajové zastávky","Mariánské Hory a Hulváky","Magistrát mìsta Ostravy",2017,2027,28980000,157873794,2436714,80080,3582000,704000,2878000,0,0,0,0,40387500,0,40387500,106387500,0,106387500,5000000,0,5000000,0,
"0301/22","6330","6363",1,"MOb Proskovice","Stavební úpravy a nástavba ZŠ Ostrava-Proskovice","Proskovice","MOb Proskovice",2024,2026,0,12550000,0,0,1000000,0,500000,0,0,0,500000,10395000,1155000,11550000,0,0,0,0,0,0,0,
"0708/19","2212","6121",1,"odbor dopravy (ORJ 100)","Preference vozidel MHD","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2023,2028,0,19270000,0,2960000,5057000,1790000,3267000,0,0,0,0,3630000,0,3630000,3630000,0,3630000,3630000,0,3630000,363000,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Svinov - Investièní neúèelová dotace","Svinov","MOb Svinov",2024,2024,0,19904000,0,0,19904000,10738000,9166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0198/23","3233","6351",1,"Støedisko volného èasu Ostrava-Zábøeh","Rekonstrukce šaten u tìlocvièny a pøilehlıch prostor (SVÈ Zábøeh)","Ostrava - Jih","Støedisko volného èasu Ostrava-Zábøeh",2024,2025,0,1283000,0,0,0,0,0,0,0,0,0,783000,500000,1283000,0,0,0,0,0,0,0,
"0028/23","6330","6363",1,"MOb Proskovice","Rekultivace pozemku Na Pastvinách","Proskovice","MOb Proskovice",2023,2025,0,2000000,0,300000,0,0,0,0,0,0,0,1300000,400000,1700000,0,0,0,0,0,0,0,
"0181/20","3392","6313",1,"AKORD & POKLAD, s.r.o.","Modernizace vzduchotechniky Akord","Ostrava - Jih","AKORD & POKLAD, s.r.o.",2022,2025,0,11350000,3350000,0,7500000,0,7500000,0,0,0,0,500000,0,500000,0,0,0,0,0,0,0,
"0210/23","6330","6363",1,"MOb Svinov","MK Králka -  odvodnìní","Svinov","MOb Svinov",2023,2025,0,5091040,0,271040,0,0,0,0,0,0,0,0,3856000,3856000,0,964000,964000,0,0,0,0,
"0349/23","6330","6363",1,"MOb Vítkovice","Rekonstrukce høbitova","Vítkovice","MOb Vítkovice",2023,2025,0,35325355,0,575355,16750000,4750000,0,0,3000000,0,9000000,18000000,0,18000000,0,0,0,0,0,0,0,
"1099/19","5311","6123",1,"Mìstská policie Ostrava (ORJ 270) ","Obnova vozového parku - vozidlo - operativní oddíl","Moravskoslezskı kraj","Mìstská policie Ostrava (ORJ 270) ",2024,2027,0,9600000,0,0,0,0,0,0,0,0,0,3800000,0,3800000,2900000,0,2900000,2900000,0,2900000,0,
"0216/22","5512","6123",1,"Hasièskı záchrannı sbor Moravskoslezského kraje","Cisternová automobilová støíkaèka CAS 30 VH pro JSDH Kunèièky - obmìna 1ks","Slezská Ostrava","Magistrát mìsta Ostravy",2027,2027,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,0,11000000,0,
"0093/18","3745","6121",1,"odbor investièní (ORJ 230)","Park u Zámku Zábøeh","Ostrava - Jih","Magistrát mìsta Ostravy",2019,2024,0,17132080,542080,11911000,4679000,2891000,1788000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0213/22","5512","6123",1,"Hasièskı záchrannı sbor Moravskoslezského kraje","Cisternová automobilová støíkaèka CAS 30 VH pro JSDH Bartovice - obmìna 1ks (spolufinancování SID MV)","Radvanice a Bartovice","Magistrát mìsta Ostravy",2025,2025,0,11000000,0,0,0,0,0,0,0,0,0,5000000,6000000,11000000,0,0,0,0,0,0,0,
"0246/21","3631","6122",1,"odbor investièní (ORJ 230)","Vybudování nabíjecích bodù v rámci rekonstrukce VO","Ostrava - Jih,Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2021,2024,0,1147550,119790,878760,149000,149000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0184/21","3319","6351",1,"Lidová konzervatoø a Múzická škola Ostrava","Stavba krytého stání pro bezbarierovı vùz ","Mariánské Hory a Hulváky","Lidová konzervatoø a Múzická škola Ostrava",2025,2025,0,568000,0,0,0,0,0,0,0,0,0,568000,0,568000,0,0,0,0,0,0,0,
"0325/23","6330","6363",2,"MOb Radvanice a Bartovice","Rekonstrukce ZŠ Vrchlického, odlouèené pracovištì Trnkovec","Radvanice a Bartovice","MOb Radvanice a Bartovice",2024,2025,0,7000000,0,0,0,0,0,0,0,0,0,4900000,2100000,7000000,0,0,0,0,0,0,0,
"0173/23","3522","5331",1,"Mìstská nemocnice Ostrava","Stavební úpravy pro Magnetickou rezonanci","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2025,2025,0,4000000,0,0,0,0,0,0,0,0,0,0,4000000,4000000,0,0,0,0,0,0,0,
"0181/19","2212","6121",1,"odbor investièní (ORJ 230)","Kanalizace Hrušov ","Slezská Ostrava","Magistrát mìsta Ostravy",2004,2024,85000000,1015340,15340,0,1000000,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0181/19","2321","6121",1,"odbor investièní (ORJ 230)","Kanalizace Hrušov","Slezská Ostrava","Magistrát mìsta Ostravy",2004,2025,0,73718591,4177591,603000,22958000,13520000,1638000,0,7800000,0,0,7980000,38000000,45980000,0,0,0,0,0,0,0,
"0286/21","3639","6121",1,"odbor investièní (ORJ 230)","Hlavní reprezentativní objekt T5 v Technologickém parku Ostrava","Pustkovec","Magistrát mìsta Ostravy",2022,2032,600000000,1566691409,293849,2196560,7125000,312000,6813000,0,0,0,0,99664000,0,99664000,180076000,0,180076000,601348000,0,601348000,675988000,
"0139/20","2143","6313",1,"Èerná louka s.r.o.","Spilka Strassmann","Moravská Ostrava a Pøívoz","Èerná louka s.r.o.",2024,2028,0,329000000,0,0,450000,0,450000,0,0,0,0,7250000,0,7250000,1300000,0,1300000,180000000,0,180000000,140000000,
"0201/19","2321","6121",2,"odbor investièní (ORJ 230)","Mariánské Hory a Hulváky - rekonstrukce kanalizace","Mariánské Hory a Hulváky","Magistrát mìsta Ostravy",2010,2028,0,126050000,14351332,3880000,1210000,0,210000,0,1000000,0,0,0,31490000,31490000,0,45000000,45000000,0,30118667,30118667,0,
"0210/22","3522","6351",1,"Mìstská nemocnice Ostrava","Modernizace hygienickıch zaøízení II","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2024,2024,0,10000000,0,0,10000000,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,
"0290/23","6330","6363",3,"MOb Moravská Ostrava a Pøívoz","Rekonstrukce BD U Tiskárny 8","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2023,2026,0,18800000,0,0,0,0,0,0,0,0,0,0,300000,300000,0,18500000,18500000,0,0,0,0,
"0130/21","2212","6121",2,"odbor dopravy (ORJ 100)","SSZ pøechodù Rudná - Tavièská a Rudná - Oceláøská","Vítkovice","Magistrát mìsta Ostravy",2026,2026,0,4376000,0,0,0,0,0,0,0,0,0,0,0,0,4376000,0,4376000,0,0,0,0,
"1109/19","6330","6363",2,"MOb Moravská Ostrava a Pøívoz","Dìtskı ráj II v sadu Dr. Milady Horákové - 3. etapa","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2018,2027,0,7300790,240790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060000,7060000,0,
"0098/19","2212","6121",3,"odbor investièní (ORJ 230)","Propojovací vìtev mezi rampou ze sil. I/56 a ul. Paskovskou na MÚK u Makra v Ostravì-Hrabové","Hrabová,Ostrava - Jih","Magistrát mìsta Ostravy",2016,2026,0,5310570,296770,0,0,0,0,0,0,0,0,0,0,0,5013800,0,5013800,0,0,0,0,
"0317/23","6330","6363",4,"MOb Moravská Ostrava a Pøívoz","Rekonstrukce a zmìna uívání domu na nám. Sv. Èecha 10","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2027,2027,0,100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000,100000000,0,
"0093/23","6330","6363",1,"MOb Vítkovice","Rozšíøení ulice Okruní v Ostravì-Vítkovicích","Vítkovice","MOb Vítkovice",2022,2025,0,3136622,24031,0,2733591,0,1800000,0,0,0,933591,379000,0,379000,0,0,0,0,0,0,0,
"0545/19","6330","6363",1,"MOb Mariánské Hory a Hulváky","Rekonstrukce ul. Fráni Šrámka","Mariánské Hory a Hulváky","MOb Mariánské Hory a Hulváky",2017,2027,0,51248112,1443651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29883000,19921461,49804461,0,
"0247/23","5522","6121",1,"Hasièskı záchrannı sbor Moravskoslezského kraje","HS Ostrava - Fifejdy - rekonstrukce støešního pláštì objektù SO 02 a SO 03","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2026,2026,0,6700000,0,0,0,0,0,0,0,0,0,0,0,0,6700000,0,6700000,0,0,0,0,
"0154/20","2310","6121",1,"odbor investièní (ORJ 230)","Rekonstrukce studny D 3, prameništì Dubí","Ostrava - Jih","Magistrát mìsta Ostravy",2019,2024,2100000,24788600,321600,6976000,17491000,0,3036000,0,14455000,0,0,0,0,0,0,0,0,0,0,0,0,
"","3612","6312,6901",1,"odbor územního plánování a stavebního øádu  (ORJ 210)","Obnova nevyuitıch budov za úèelem rozvoje bytového fondu - FO","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2023,2027,0,43600000,0,0,13600000,3600000,10000000,0,0,0,0,10000000,0,10000000,10000000,0,10000000,10000000,0,10000000,0,
"0006/23","2212","6121",1,"odbor dopravy (ORJ 100)","Zvıšení bezpeènosti nemotorové dopravy, Ostrava - ul. Porubská, Proskovická ","Ostrava - Jih,Poruba","Magistrát mìsta Ostravy",2023,2024,1000000,1646000,0,146000,1500000,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0091/20","6330","6363",1,"MOb Poruba","Revitalizace parkù u DK Poklad, Ostrava-Poruba","Poruba","MOb Poruba",2020,2024,0,31257369,13759512,2967857,14530000,0,7265000,0,0,0,7265000,0,0,0,0,0,0,0,0,0,0,
"0178/22","6330","6363",1,"MOb Mariánské Hory a Hulváky","Rekonstrukce vestibulu školy - ZŠ Gen. Janka","Mariánské Hory a Hulváky","MOb Mariánské Hory a Hulváky",2024,2025,0,4000000,0,0,0,0,0,0,0,0,0,2400000,1600000,4000000,0,0,0,0,0,0,0,
"0332/23","6330","6363",1,"MOb Radvanice a Bartovice","Rekonstrukce chodníku podél ul. Karvinská","Radvanice a Bartovice","MOb Radvanice a Bartovice",2020,2025,0,5220000,220000,0,0,0,0,0,0,0,0,3000000,2000000,5000000,0,0,0,0,0,0,0,
"0831/19","6330","6363",3,"MOb Vítkovice","Stavební úpravy bytového domu Oceláøská 16","Vítkovice","MOb Vítkovice",2020,2025,0,8220000,220000,0,0,0,0,0,0,0,0,0,4800000,4800000,0,3200000,3200000,0,0,0,0,
"0943/19","3412","6313",1,"VÍTKOVICE ARÉNA, a.s.","Speciální kamerovı systém - Mìstskı stadion","Vítkovice","VÍTKOVICE ARÉNA, a.s.",2026,2026,0,9500000,0,0,9500000,0,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0289/23","6330","6363",1,"MOb Michálkovice","Rekonstrukce komunikací a chodníkù - zastávka  Michálkovice ","Michálkovice","MOb Michálkovice",2023,2028,0,12300000,0,300000,0,0,0,0,0,0,0,0,2000000,2000000,0,0,0,0,0,0,10000000,
"0156/21","6330","6363",3,"MOb Ostrava-Jih","Rekonstrukce areálu  - SKATEPARK  Ostrava-Vıškovice","Ostrava - Jih","MOb Ostrava-Jih",2020,2025,0,32935950,235950,5600000,21350000,5600000,10750000,0,0,0,5000000,0,5750000,5750000,0,0,0,0,0,0,0,
"0139/21","3639","6121",1,"odbor investièní (ORJ 230)","Nová energolávka Vıškovice","Ostrava - Jih","Magistrát mìsta Ostravy",2019,2025,0,26003540,1420540,157000,22165000,1818000,20347000,0,0,0,0,2261000,0,2261000,0,0,0,0,0,0,0,
"0304/23","6330","6363",2,"MOb Moravská Ostrava a Pøívoz","Rekonstrukce BD Nádraní 44","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2026,2026,0,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,12500000,12500000,0,0,0,0,
"0913/19","3522","6351",1,"Mìstská nemocnice Ostrava","Osazení termoventilù a smìšování","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2027,2027,0,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,12000000,0,
"0066/21","3741","6351",2,"Zoologická zahrada a botanickı park Ostrava","Voliéry papouškù - dvì prùchozí vèetnì zázemí ","Slezská Ostrava","Zoologická zahrada a botanickı park Ostrava",2020,2028,0,44381287,91287,0,0,0,0,0,0,0,0,0,0,0,0,2500000,2500000,0,0,0,41790000,
"0280/21","2212","6121",2,"odbor investièní (ORJ 230)","MÚK Mariánskohorská - ul. Sokola Tùmy, I. etapa","Mariánské Hory a Hulváky","Magistrát mìsta Ostravy",2021,2026,0,61404392,457380,0,3458000,1985000,1473000,0,0,0,0,30000000,0,30000000,27489012,0,27489012,0,0,0,0,
"0350/22","1032","6121",1,"odbor ochrany ivotního prostøedí (ORJ 190)","Rozšíøení manipulaèní plochy pro skladování døíví ve Staré Bìlé","Stará Bìlá","Magistrát mìsta Ostravy",2025,2025,0,600000,0,0,0,0,0,0,0,0,0,600000,0,600000,0,0,0,0,0,0,0,
"0322/22","6171","6111",1,"odbor projektù IT slueb a outsourcingu - oblast GIS (ORJ 134),odbor projektù IT slueb a outsourcingu (ORJ 133) ","Upgrade oficiální webové prezentace mìsta","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2024,2024,0,1000000,0,0,1000000,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0080/23","6330","6363",1,"MOb Polanka nad Odrou","FVE MŠ Polanka","Polanka nad Odrou","MOb Polanka nad Odrou",2021,2026,1237500,2187118,12100,205095,0,0,0,0,0,0,0,0,1577000,1577000,0,392923,392923,0,0,0,0,
"0097/23","4357","6351",1,"Domov Sluníèko, Ostrava-Vítkovice","Vıstavba venkovního vıtahu na budovì A","Vítkovice","Domov Sluníèko, Ostrava-Vítkovice",2024,2025,4500000,4500000,0,0,4000000,0,4000000,0,0,0,0,500000,0,500000,0,0,0,0,0,0,0,
"0223/20","3639","6130",1,"odbor majetkovı (ORJ 137)","Vıkupy dle potøeb SMO - pozemky","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2022,2027,0,101000000,9000000,12000000,7200000,0,7200000,0,0,0,0,24000000,0,24000000,24000000,0,24000000,24800000,0,24800000,0,
"0231/21","3639","6121",1,"odbor majetkovı (ORJ 137)","Vıkupy staveb dle potøeb SMO","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2023,2024,0,600000,200000,200000,200000,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0186/19","2321","6121",1,"odbor investièní (ORJ 230)","Kanalizace ul. Zvìøinská","Slezská Ostrava","Magistrát mìsta Ostravy",2009,2024,0,27625094,25346611,1078483,1200000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0092/19","2212","6121",1,"odbor investièní (ORJ 230)","SSZ Dr. Slabihoudka x 17. listopadu","Poruba","Magistrát mìsta Ostravy",2016,2025,0,28651000,1051000,0,18320000,0,18320000,0,0,0,0,9280000,0,9280000,0,0,0,0,0,0,0,
"0870/19","6330","6363",1,"MOb Mariánské Hory a Hulváky","Rekonstrukce ul. Karla Tomana","Mariánské Hory a Hulváky","MOb Mariánské Hory a Hulváky",2019,2025,0,5543543,433892,0,0,0,0,0,0,0,0,3066000,2043651,5109651,0,0,0,0,0,0,0,
"0052/21","2143","6313",1,"Èerná louka s.r.o.","Parková úprava centrální èásti areálu - 1. etapa","Moravská Ostrava a Pøívoz","Èerná louka s.r.o.",2021,2026,0,25800000,200000,0,0,0,0,0,0,0,0,20600000,0,20600000,5000000,0,5000000,0,0,0,0,
"0351/23","6330","6363",1,"MOb Svinov","Rekonstrukce místního rozhlasu ve Svinovì","Svinov","MOb Svinov",2023,2024,3580020,3930000,0,350000,0,0,0,0,0,0,0,0,2864000,2864000,0,716000,716000,0,0,0,0,
"0025/23","6330","6363",1,"MOb Proskovice","Hrací prvky MŠ Buková","Proskovice","MOb Proskovice",2022,2025,0,500000,0,0,0,0,0,0,0,0,0,450000,50000,500000,0,0,0,0,0,0,0,
"0225/23","6171","6111",1,"odbor projektù IT slueb a outsourcingu - oblast GIS (ORJ 134),odbor projektù IT slueb a outsourcingu (ORJ 133) ","Upgrade oficiální webové prezentace mìstskıch obvodù","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2025,2026,0,1900000,0,0,0,0,0,0,0,0,0,900000,0,900000,1000000,0,1000000,0,0,0,0,
"0135/23","3631","6121",1,"odbor investièní (ORJ 230)","Rekonstrukce VO - ul. Pøemyšovská","Svinov","Magistrát mìsta Ostravy",2022,2024,0,1387400,0,169400,1218000,0,1218000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0476/19","6330","6363",1,"MOb Stará Bìlá","Sportovní hala u ZŠ Stará Bìlá","Stará Bìlá","MOb Stará Bìlá",2018,2026,120000000,164037685,3037685,0,0,0,0,0,0,0,0,110000000,1000000,111000000,50000000,0,50000000,0,0,0,0,
"0253/22","6171","6111",1,"odbor projektù IT slueb a outsourcingu - oblast GIS (ORJ 134),odbor projektù IT slueb a outsourcingu (ORJ 133) ","Rozhraní GINIS eSPIS","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2023,2024,0,4400000,0,0,4400000,4400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0101/19","2212","6121",1,"odbor investièní (ORJ 230)","Prodlouená Poráková - IV. etapa","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2017,2027,0,281153238,2197738,0,6244000,0,6244000,0,0,0,0,4767400,0,4767400,100750000,0,100750000,167194100,0,167194100,0,
"0073/23","6330","6363",1,"MOb Hrabová","Hasièská zbrojnice","Hrabová","MOb Hrabová",2022,2026,0,36616160,116160,1500000,0,0,0,0,0,0,0,0,0,0,31500000,3500000,35000000,0,0,0,0,
"0299/22","5522","6121",1,"odbor investièní (ORJ 230)","Rekonstrukce støechy archivu MO","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2022,2024,0,8625000,7610000,190000,825000,0,825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1069/19","4350","6351",3,"Domov Sluneènice, Ostrava-Poruba","Rozšíøení parkovacích míst pro osobní automobily","Poruba","Domov Sluneènice, Ostrava-Poruba",2027,2028,0,5400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224000,0,3224000,2176000,
"0140/23","6330","6363",1,"MOb Moravská Ostrava a Pøívoz","Rekonstrukce ulice Orebitská","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2018,2025,0,21686218,242218,0,15722000,0,5000000,0,0,0,10722000,0,5722000,5722000,0,0,0,0,0,0,0,
"0342/20","2321","6121",1,"odbor investièní (ORJ 230)","Kanalizace Svinov - Vıpus Zátiší","Svinov","Magistrát mìsta Ostravy",2009,2024,0,54000000,3792600,20000000,29698000,13000000,2898000,0,13800000,0,0,0,509400,509400,0,0,0,0,0,0,0,
"0092/18","3745","6121",1,"odbor investièní (ORJ 230)","Parková plocha za Poliklinikou Hrabùvka","Ostrava - Jih","Magistrát mìsta Ostravy",2020,2024,14434102,29544388,1100000,10207388,18237000,6776000,11461000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0138/22","4350","6351",2,"Domov pro seniory Kamenec, Slezská Ostrava","Instalace 15 ks klimatizace v plánovanıch místnostech","Slezská Ostrava","Magistrát mìsta Ostravy",2026,2026,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,750000,0,0,0,0,
"0388/19","4357","6121",1,"odbor investièní (ORJ 230)","Domovy IRIS a Kamenec-pøechod NN na VN","Slezská Ostrava,Mariánské Hory a Hulváky","Magistrát mìsta Ostravy",2018,2024,0,5435516,4784083,113433,538000,538000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0122/21","3312","6351",3,"Janáèkova filharmonie Ostrava","Klavír zn. SHIGERU KAWAI","Moravská Ostrava a Pøívoz","Janáèkova filharmonie Ostrava",2027,2027,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,500000,2000000,0,
"1039/19","5512","6123",1,"Hasièskı záchrannı sbor Moravskoslezského kraje","Cisternová automobilová støíkaèka CAS 30 VH pro JSDH Radvanice - obmìna 1ks (vlastní zdroje)","statutární mìsto Ostrava,Radvanice a Bartovice","Magistrát mìsta Ostravy",2022,2024,0,10463000,0,0,10463000,10463000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0168/23","3522","5331",1,"Mìstská nemocnice Ostrava","Vımìna svislıch rozvodù vody II","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2024,2024,0,10000000,0,0,10000000,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,
"0230/23","6171","6111",2,"odbor projektù IT slueb a outsourcingu - oblast GIS (ORJ 134),odbor projektù IT slueb a outsourcingu (ORJ 133) ","Poøízení architektonického modelu ICT SMO v Archimate ","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2025,2025,0,800000,0,0,0,0,0,0,0,0,0,800000,0,800000,0,0,0,0,0,0,0,
"0147/23","6330","6363",1,"MOb Michálkovice","Oprava sklepních prostor BD U Køíe 416/7 v Ostravì Michálkovicích","Michálkovice","MOb Michálkovice",2023,2025,0,1727239,0,19965,0,0,0,0,0,0,0,1366000,341274,1707274,0,0,0,0,0,0,0,
"0134/22","4350","6351",2,"Domov pro seniory Kamenec, Slezská Ostrava","Obnova vozového parku pro imobilní uivatele","Slezská Ostrava","Magistrát mìsta Ostravy",2025,2025,0,1700000,0,0,0,0,0,0,0,0,0,1700000,0,1700000,0,0,0,0,0,0,0,
"0742/19","2271","6121",1,"odbor dopravy (ORJ 100)","Revitalizace mìstského mobiliáøe - pøístøešky","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2022,2027,0,22000000,2000000,0,4000000,0,4000000,0,0,0,0,5500000,0,5500000,5500000,0,5500000,5000000,0,5000000,0,
"0259/19","2321","6121",2,"odbor investièní (ORJ 230)","Luická II - rekonstrukce vıustního objektu ","Ostrava - Jih","Magistrát mìsta Ostravy",2017,2025,0,4775107,295361,4401746,61000,13000,9000,0,39000,0,0,0,17000,17000,0,0,0,0,0,0,0,
"1094/19","5311","6125",3,"Mìstská policie Ostrava (ORJ 270) ","Obmìna multifunkèních tiskovıch zaøízení na øeditelství MP Ostrava","Moravská Ostrava a Pøívoz,statutární mìsto Ostrava","Mìstská policie Ostrava (ORJ 270) ",2024,2026,0,200000,0,0,0,0,0,0,0,0,0,100000,0,100000,100000,0,100000,0,0,0,0,
"1116/19","3631","6121",1,"odbor investièní (ORJ 230)","Veøejné osvìtlení Ostrava - Zábøeh, oblast Šaldova","Ostrava - Jih","Magistrát mìsta Ostravy",2018,2024,0,1157946,220946,0,937000,937000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0067/22","3522","6121",1,"odbor investièní (ORJ 230)","Instalace fotovoltaickıch panelù na objektech MNO","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2023,2026,9801000,27113570,0,0,1683000,0,1683000,0,0,0,0,10000000,0,10000000,15430570,0,15430570,0,0,0,0,
"0927/19","6330","6363",5,"MOb Radvanice a Bartovice","Rekonstrukce chodníku podél ul. Tìšínská, úsek ul. Fryštátská - Nad Kaplí","Radvanice a Bartovice","MOb Radvanice a Bartovice",2017,2025,0,4500774,120516,0,3920258,0,0,0,0,3723150,197108,460000,0,460000,0,0,0,0,0,0,0,
"0070/21","4350","6351",2,"Domov Iris","Úprava vnitøního upoøádání Domova Iris v návaznosti na materiálnì-technickı standard MPSV","Mariánské Hory a Hulváky","Domov Iris",2024,2029,0,65700000,0,0,0,0,0,0,0,0,0,200000,0,200000,0,0,0,5500000,0,5500000,60000000,
"0337/20","2212","6121",1,"odbor investièní (ORJ 230)","Most Na Karolinì","Moravská Ostrava a Pøívoz,Slezská Ostrava","Magistrát mìsta Ostravy",2022,2027,0,369850444,0,395642,7847000,652000,2195000,0,0,0,5000000,36541402,20000000,56541402,188629200,115000000,303629200,1437200,0,1437200,0,
"0108/23","6330","6363",4,"MOb Moravská Ostrava a Pøívoz","Ostrèilka 21. století - ZŠ Ostrèilova modernizace uèeben","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2024,2025,4620000,6160000,0,0,0,0,0,0,0,0,0,3080000,3080000,6160000,0,0,0,0,0,0,0,
