Datum,Stanice,Třída objektu,Počet
24.04.2024 13:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
24.04.2024 13:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,110
24.04.2024 13:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,4
24.04.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,82
24.04.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,53
24.04.2024 14:00,Bohumínská x 28. října - směr Přívoz,Ostatní,199
24.04.2024 14:00,Hlučínská x Slovenská - od Švermy,Ostatní,489
24.04.2024 14:00,Hlučínská x Slovenská - od Přívozu,Ostatní,97
24.04.2024 14:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,117
24.04.2024 14:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,3
24.04.2024 14:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,110
24.04.2024 14:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,8
24.04.2024 15:00,Novinářská x 28. října - od Fifejd,Ostatní,62
24.04.2024 15:00,Novinářská x 28. října - od Fifejd,Velké,1
24.04.2024 15:00,Novinářská x 28. října - od Vítkovic,Ostatní,32
24.04.2024 15:00,Novinářská x 28. října - od centra,Ostatní,31
24.04.2024 15:00,Novinářská x 28. října - od centra,Velké,1
24.04.2024 15:00,Novinářská x 28. října - od Poruby,Ostatní,26
24.04.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,127
24.04.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,43
24.04.2024 15:00,Bohumínská x 28. října - směr Přívoz,Ostatní,216
24.04.2024 15:00,Hlučínská x Slovenská - od Švermy,Ostatní,493
24.04.2024 15:00,Hlučínská x Slovenská - od Přívozu,Ostatní,98
24.04.2024 15:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,111
24.04.2024 15:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
24.04.2024 15:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,118
24.04.2024 15:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,5
24.04.2024 16:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,121
24.04.2024 16:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,61
24.04.2024 16:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,5
24.04.2024 17:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,58
24.04.2024 17:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,15
24.04.2024 17:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,2
26.04.2024 13:00,Novinářská x 28. října - od Fifejd,Ostatní,161
26.04.2024 13:00,Novinářská x 28. října - od Vítkovic,Ostatní,89
26.04.2024 13:00,Novinářská x 28. října - od Vítkovic,Velké,3
26.04.2024 13:00,Novinářská x 28. října - od centra,Ostatní,64
26.04.2024 13:00,Novinářská x 28. října - od Poruby,Ostatní,95
26.04.2024 13:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,48
26.04.2024 13:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,23
26.04.2024 13:00,Bohumínská x 28. října - směr Přívoz,Ostatní,138
26.04.2024 13:00,Hlučínská x Slovenská - od Švermy,Ostatní,226
26.04.2024 13:00,Hlučínská x Slovenská - od Přívozu,Ostatní,44
26.04.2024 14:00,Novinářská x 28. října - od Fifejd,Ostatní,469
26.04.2024 14:00,Novinářská x 28. října - od Fifejd,Velké,1
26.04.2024 14:00,Novinářská x 28. října - od Vítkovic,Ostatní,304
26.04.2024 14:00,Novinářská x 28. října - od Vítkovic,Velké,5
26.04.2024 14:00,Novinářská x 28. října - od centra,Ostatní,353
26.04.2024 14:00,Novinářská x 28. října - od Poruby,Ostatní,383
26.04.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,107
26.04.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,50
26.04.2024 14:00,Bohumínská x 28. října - směr Přívoz,Ostatní,255
26.04.2024 14:00,Hlučínská x Slovenská - od Švermy,Ostatní,401
26.04.2024 14:00,Hlučínská x Slovenská - od Přívozu,Ostatní,122
26.04.2024 15:00,Novinářská x 28. října - od Fifejd,Ostatní,419
26.04.2024 15:00,Novinářská x 28. října - od Fifejd,Velké,2
26.04.2024 15:00,Novinářská x 28. října - od Vítkovic,Ostatní,288
26.04.2024 15:00,Novinářská x 28. října - od Vítkovic,Velké,3
26.04.2024 15:00,Novinářská x 28. října - od centra,Ostatní,369
26.04.2024 15:00,Novinářská x 28. října - od Poruby,Ostatní,400
26.04.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,110
26.04.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,50
26.04.2024 15:00,Bohumínská x 28. října - směr Přívoz,Ostatní,220
26.04.2024 15:00,Hlučínská x Slovenská - od Švermy,Ostatní,367
26.04.2024 15:00,Hlučínská x Slovenská - od Přívozu,Ostatní,129
26.04.2024 16:00,Novinářská x 28. října - od Fifejd,Ostatní,372
26.04.2024 16:00,Novinářská x 28. října - od Fifejd,Velké,1
26.04.2024 16:00,Novinářská x 28. října - od Vítkovic,Ostatní,243
26.04.2024 16:00,Novinářská x 28. října - od Vítkovic,Velké,5
26.04.2024 16:00,Novinářská x 28. října - od centra,Ostatní,295
26.04.2024 16:00,Novinářská x 28. října - od Poruby,Ostatní,331
26.04.2024 16:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,84
26.04.2024 16:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,52
26.04.2024 16:00,Bohumínská x 28. října - směr Přívoz,Ostatní,167
26.04.2024 16:00,Hlučínská x Slovenská - od Švermy,Ostatní,245
26.04.2024 16:00,Hlučínská x Slovenská - od Přívozu,Ostatní,86
26.04.2024 17:00,Novinářská x 28. října - od Fifejd,Ostatní,329
26.04.2024 17:00,Novinářská x 28. října - od Fifejd,Velké,2
26.04.2024 17:00,Novinářská x 28. října - od Vítkovic,Ostatní,202
26.04.2024 17:00,Novinářská x 28. října - od Vítkovic,Velké,3
26.04.2024 17:00,Novinářská x 28. října - od centra,Ostatní,247
26.04.2024 17:00,Novinářská x 28. října - od Poruby,Ostatní,284
26.04.2024 17:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,108
26.04.2024 17:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,35
26.04.2024 17:00,Bohumínská x 28. října - směr Přívoz,Ostatní,197
26.04.2024 17:00,Hlučínská x Slovenská - od Švermy,Ostatní,206
26.04.2024 17:00,Hlučínská x Slovenská - od Přívozu,Ostatní,61
26.04.2024 18:00,Novinářská x 28. října - od Fifejd,Ostatní,308
26.04.2024 18:00,Novinářská x 28. října - od Vítkovic,Ostatní,191
26.04.2024 18:00,Novinářská x 28. října - od Vítkovic,Velké,3
26.04.2024 18:00,Novinářská x 28. října - od centra,Ostatní,216
26.04.2024 18:00,Novinářská x 28. října - od Poruby,Ostatní,268
26.04.2024 18:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,139
26.04.2024 18:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,26
26.04.2024 18:00,Bohumínská x 28. října - směr Přívoz,Ostatní,148
26.04.2024 18:00,Hlučínská x Slovenská - od Švermy,Ostatní,261
26.04.2024 18:00,Hlučínská x Slovenská - od Přívozu,Ostatní,69
26.04.2024 19:00,Novinářská x 28. října - od Fifejd,Ostatní,235
26.04.2024 19:00,Novinářská x 28. října - od Fifejd,Velké,1
26.04.2024 19:00,Novinářská x 28. října - od Vítkovic,Ostatní,136
26.04.2024 19:00,Novinářská x 28. října - od Vítkovic,Velké,4
26.04.2024 19:00,Novinářská x 28. října - od centra,Ostatní,136
26.04.2024 19:00,Novinářská x 28. října - od centra,Velké,2
26.04.2024 19:00,Novinářská x 28. října - od Poruby,Ostatní,198
26.04.2024 19:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,89
26.04.2024 19:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,20
26.04.2024 19:00,Bohumínská x 28. října - směr Přívoz,Ostatní,44
26.04.2024 19:00,Hlučínská x Slovenská - od Švermy,Ostatní,350
26.04.2024 19:00,Hlučínská x Slovenská - od Přívozu,Ostatní,59
26.04.2024 20:00,Novinářská x 28. října - od Fifejd,Ostatní,174
26.04.2024 20:00,Novinářská x 28. října - od Fifejd,Velké,7
26.04.2024 20:00,Novinářská x 28. října - od Vítkovic,Ostatní,56
26.04.2024 20:00,Novinářská x 28. října - od Vítkovic,Velké,3
26.04.2024 20:00,Novinářská x 28. října - od centra,Ostatní,63
26.04.2024 20:00,Novinářská x 28. října - od centra,Velké,1
26.04.2024 20:00,Novinářská x 28. října - od Poruby,Ostatní,129
26.04.2024 20:00,Novinářská x 28. října - od Poruby,Velké,1
26.04.2024 20:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,18
26.04.2024 20:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,35
26.04.2024 20:00,Bohumínská x 28. října - směr Přívoz,Ostatní,9
26.04.2024 20:00,Hlučínská x Slovenská - od Švermy,Ostatní,223
26.04.2024 20:00,Hlučínská x Slovenská - od Přívozu,Ostatní,20
26.04.2024 21:00,Novinářská x 28. října - od Fifejd,Ostatní,110
26.04.2024 21:00,Novinářská x 28. října - od Fifejd,Velké,3
26.04.2024 21:00,Novinářská x 28. října - od Vítkovic,Ostatní,41
26.04.2024 21:00,Novinářská x 28. října - od Vítkovic,Velké,3
26.04.2024 21:00,Novinářská x 28. října - od centra,Ostatní,18
26.04.2024 21:00,Novinářská x 28. října - od centra,Velké,1
26.04.2024 21:00,Novinářská x 28. října - od Poruby,Ostatní,96
26.04.2024 21:00,Novinářská x 28. října - od Poruby,Velké,2
26.04.2024 21:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,25
26.04.2024 21:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,16
26.04.2024 21:00,Hlučínská x Slovenská - od Švermy,Ostatní,69
26.04.2024 21:00,Hlučínská x Slovenská - od Přívozu,Ostatní,19
26.04.2024 22:00,Novinářská x 28. října - od Fifejd,Ostatní,116
26.04.2024 22:00,Novinářská x 28. října - od Fifejd,Velké,3
26.04.2024 22:00,Novinářská x 28. října - od Vítkovic,Ostatní,43
26.04.2024 22:00,Novinářská x 28. října - od Vítkovic,Velké,3
26.04.2024 22:00,Novinářská x 28. října - od centra,Ostatní,17
26.04.2024 22:00,Novinářská x 28. října - od Poruby,Ostatní,52
26.04.2024 22:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,18
26.04.2024 22:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,29
26.04.2024 22:00,Hlučínská x Slovenská - od Švermy,Ostatní,62
26.04.2024 22:00,Hlučínská x Slovenská - od Přívozu,Ostatní,16
26.04.2024 23:00,Novinářská x 28. října - od Fifejd,Ostatní,80
26.04.2024 23:00,Novinářská x 28. října - od Vítkovic,Ostatní,13
26.04.2024 23:00,Novinářská x 28. října - od Vítkovic,Velké,3
26.04.2024 23:00,Novinářská x 28. října - od centra,Ostatní,8
26.04.2024 23:00,Novinářská x 28. října - od Poruby,Ostatní,46
26.04.2024 23:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,17
26.04.2024 23:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,10
26.04.2024 23:00,Hlučínská x Slovenská - od Švermy,Ostatní,31
27.04.2024 0:00,Novinářská x 28. října - od Fifejd,Ostatní,49
27.04.2024 0:00,Novinářská x 28. října - od Vítkovic,Ostatní,13
27.04.2024 0:00,Novinářská x 28. října - od centra,Ostatní,5
27.04.2024 0:00,Novinářská x 28. října - od Poruby,Ostatní,22
27.04.2024 0:00,Novinářská x 28. října - od Poruby,Velké,1
27.04.2024 0:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,11
27.04.2024 0:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,7
27.04.2024 0:00,Hlučínská x Slovenská - od Švermy,Ostatní,24
27.04.2024 1:00,Novinářská x 28. října - od Fifejd,Ostatní,32
27.04.2024 1:00,Novinářská x 28. října - od Vítkovic,Ostatní,5
27.04.2024 1:00,Novinářská x 28. října - od Vítkovic,Velké,1
27.04.2024 1:00,Novinářská x 28. října - od centra,Ostatní,5
27.04.2024 1:00,Novinářská x 28. října - od Poruby,Ostatní,13
27.04.2024 1:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,8
27.04.2024 1:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,5
27.04.2024 1:00,Hlučínská x Slovenská - od Švermy,Ostatní,17
27.04.2024 2:00,Novinářská x 28. října - od Fifejd,Ostatní,16
27.04.2024 2:00,Novinářská x 28. října - od Vítkovic,Ostatní,8
27.04.2024 2:00,Novinářská x 28. října - od centra,Ostatní,1
27.04.2024 2:00,Novinářská x 28. října - od Poruby,Ostatní,11
27.04.2024 2:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,6
27.04.2024 2:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,3
27.04.2024 2:00,Hlučínská x Slovenská - od Švermy,Ostatní,10
27.04.2024 3:00,Novinářská x 28. října - od Fifejd,Ostatní,19
27.04.2024 3:00,Novinářská x 28. října - od Vítkovic,Ostatní,3
27.04.2024 3:00,Novinářská x 28. října - od Poruby,Ostatní,2
27.04.2024 3:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,3
27.04.2024 3:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,4
27.04.2024 3:00,Hlučínská x Slovenská - od Švermy,Ostatní,10
27.04.2024 4:00,Novinářská x 28. října - od Fifejd,Ostatní,18
27.04.2024 4:00,Novinářská x 28. října - od Fifejd,Velké,1
27.04.2024 4:00,Novinářská x 28. října - od Vítkovic,Ostatní,4
27.04.2024 4:00,Novinářská x 28. října - od centra,Ostatní,2
27.04.2024 4:00,Novinářská x 28. října - od Poruby,Ostatní,7
27.04.2024 4:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,4
27.04.2024 4:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,6
27.04.2024 4:00,Hlučínská x Slovenská - od Švermy,Ostatní,15
27.04.2024 5:00,Novinářská x 28. října - od Fifejd,Ostatní,48
27.04.2024 5:00,Novinářská x 28. října - od Fifejd,Velké,2
27.04.2024 5:00,Novinářská x 28. října - od Vítkovic,Ostatní,20
27.04.2024 5:00,Novinářská x 28. října - od Vítkovic,Velké,3
27.04.2024 5:00,Novinářská x 28. října - od centra,Ostatní,1
27.04.2024 5:00,Novinářská x 28. října - od Poruby,Ostatní,16
27.04.2024 5:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,2
27.04.2024 5:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,11
27.04.2024 5:00,Bohumínská x 28. října - směr Přívoz,Ostatní,1
27.04.2024 5:00,Hlučínská x Slovenská - od Švermy,Ostatní,91
27.04.2024 5:00,Hlučínská x Slovenská - od Přívozu,Ostatní,10
27.04.2024 6:00,Novinářská x 28. října - od Fifejd,Ostatní,70
27.04.2024 6:00,Novinářská x 28. října - od Fifejd,Velké,2
27.04.2024 6:00,Novinářská x 28. října - od Vítkovic,Ostatní,31
27.04.2024 6:00,Novinářská x 28. října - od Vítkovic,Velké,1
27.04.2024 6:00,Novinářská x 28. října - od centra,Ostatní,15
27.04.2024 6:00,Novinářská x 28. října - od Poruby,Ostatní,80
27.04.2024 6:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,10
27.04.2024 6:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,12
27.04.2024 6:00,Bohumínská x 28. října - směr Přívoz,Ostatní,12
27.04.2024 6:00,Hlučínská x Slovenská - od Švermy,Ostatní,209
27.04.2024 6:00,Hlučínská x Slovenská - od Přívozu,Ostatní,27
27.04.2024 7:00,Novinářská x 28. října - od Fifejd,Ostatní,95
27.04.2024 7:00,Novinářská x 28. října - od Vítkovic,Ostatní,52
27.04.2024 7:00,Novinářská x 28. října - od Vítkovic,Velké,2
27.04.2024 7:00,Novinářská x 28. října - od centra,Ostatní,25
27.04.2024 7:00,Novinářská x 28. října - od Poruby,Ostatní,102
27.04.2024 7:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,11
27.04.2024 7:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,11
27.04.2024 7:00,Bohumínská x 28. října - směr Přívoz,Ostatní,70
27.04.2024 7:00,Hlučínská x Slovenská - od Švermy,Ostatní,232
27.04.2024 7:00,Hlučínská x Slovenská - od Přívozu,Ostatní,35
27.04.2024 8:00,Novinářská x 28. října - od Fifejd,Ostatní,153
27.04.2024 8:00,Novinářská x 28. října - od Fifejd,Velké,1
27.04.2024 8:00,Novinářská x 28. října - od Vítkovic,Ostatní,119
27.04.2024 8:00,Novinářská x 28. října - od Vítkovic,Velké,3
27.04.2024 8:00,Novinářská x 28. října - od centra,Ostatní,52
27.04.2024 8:00,Novinářská x 28. října - od centra,Velké,2
27.04.2024 8:00,Novinářská x 28. října - od Poruby,Ostatní,150
27.04.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,28
27.04.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,11
27.04.2024 8:00,Bohumínská x 28. října - směr Přívoz,Ostatní,185
27.04.2024 8:00,Hlučínská x Slovenská - od Švermy,Ostatní,205
27.04.2024 8:00,Hlučínská x Slovenská - od Přívozu,Ostatní,39
27.04.2024 9:00,Novinářská x 28. října - od Fifejd,Ostatní,210
27.04.2024 9:00,Novinářská x 28. října - od Vítkovic,Ostatní,153
27.04.2024 9:00,Novinářská x 28. října - od Vítkovic,Velké,3
27.04.2024 9:00,Novinářská x 28. října - od centra,Ostatní,72
27.04.2024 9:00,Novinářská x 28. října - od Poruby,Ostatní,174
27.04.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,31
27.04.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,15
27.04.2024 9:00,Bohumínská x 28. října - směr Přívoz,Ostatní,51
27.04.2024 9:00,Hlučínská x Slovenská - od Švermy,Ostatní,200
27.04.2024 9:00,Hlučínská x Slovenská - od Přívozu,Ostatní,58
27.04.2024 10:00,Novinářská x 28. října - od Fifejd,Ostatní,218
27.04.2024 10:00,Novinářská x 28. října - od Vítkovic,Ostatní,185
27.04.2024 10:00,Novinářská x 28. října - od Vítkovic,Velké,3
27.04.2024 10:00,Novinářská x 28. října - od centra,Ostatní,103
27.04.2024 10:00,Novinářská x 28. října - od centra,Velké,1
27.04.2024 10:00,Novinářská x 28. října - od Poruby,Ostatní,182
27.04.2024 10:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,50
27.04.2024 10:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,26
27.04.2024 10:00,Bohumínská x 28. října - směr Přívoz,Ostatní,87
27.04.2024 10:00,Hlučínská x Slovenská - od Švermy,Ostatní,183
27.04.2024 10:00,Hlučínská x Slovenská - od Přívozu,Ostatní,65
27.04.2024 11:00,Novinářská x 28. října - od Fifejd,Ostatní,235
27.04.2024 11:00,Novinářská x 28. října - od Vítkovic,Ostatní,154
27.04.2024 11:00,Novinářská x 28. října - od Vítkovic,Velké,4
27.04.2024 11:00,Novinářská x 28. října - od centra,Ostatní,105
27.04.2024 11:00,Novinářská x 28. října - od centra,Velké,2
27.04.2024 11:00,Novinářská x 28. října - od Poruby,Ostatní,164
27.04.2024 11:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,41
27.04.2024 11:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,26
27.04.2024 11:00,Bohumínská x 28. října - směr Přívoz,Ostatní,148
27.04.2024 11:00,Hlučínská x Slovenská - od Švermy,Ostatní,287
27.04.2024 11:00,Hlučínská x Slovenská - od Přívozu,Ostatní,83
27.04.2024 12:00,Novinářská x 28. října - od Fifejd,Ostatní,203
27.04.2024 12:00,Novinářská x 28. října - od Vítkovic,Ostatní,144
27.04.2024 12:00,Novinářská x 28. října - od Vítkovic,Velké,6
27.04.2024 12:00,Novinářská x 28. října - od centra,Ostatní,103
27.04.2024 12:00,Novinářská x 28. října - od centra,Velké,1
27.04.2024 12:00,Novinářská x 28. října - od Poruby,Ostatní,179
27.04.2024 12:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,41
27.04.2024 12:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,18
27.04.2024 12:00,Bohumínská x 28. října - směr Přívoz,Ostatní,212
27.04.2024 12:00,Hlučínská x Slovenská - od Švermy,Ostatní,344
27.04.2024 12:00,Hlučínská x Slovenská - od Přívozu,Ostatní,70
27.04.2024 13:00,Novinářská x 28. října - od Fifejd,Ostatní,220
27.04.2024 13:00,Novinářská x 28. října - od Fifejd,Velké,1
27.04.2024 13:00,Novinářská x 28. října - od Vítkovic,Ostatní,146
27.04.2024 13:00,Novinářská x 28. října - od Vítkovic,Velké,3
27.04.2024 13:00,Novinářská x 28. října - od centra,Ostatní,84
27.04.2024 13:00,Novinářská x 28. října - od centra,Velké,1
27.04.2024 13:00,Novinářská x 28. října - od Poruby,Ostatní,209
27.04.2024 13:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,44
27.04.2024 13:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,21
27.04.2024 13:00,Bohumínská x 28. října - směr Přívoz,Ostatní,105
27.04.2024 13:00,Hlučínská x Slovenská - od Švermy,Ostatní,328
27.04.2024 13:00,Hlučínská x Slovenská - od Přívozu,Ostatní,68
27.04.2024 14:00,Novinářská x 28. října - od Fifejd,Ostatní,228
27.04.2024 14:00,Novinářská x 28. října - od Vítkovic,Ostatní,144
27.04.2024 14:00,Novinářská x 28. října - od Vítkovic,Velké,2
27.04.2024 14:00,Novinářská x 28. října - od centra,Ostatní,112
27.04.2024 14:00,Novinářská x 28. října - od centra,Velké,1
27.04.2024 14:00,Novinářská x 28. října - od Poruby,Ostatní,228
27.04.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,50
27.04.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,25
27.04.2024 14:00,Bohumínská x 28. října - směr Přívoz,Ostatní,100
27.04.2024 14:00,Hlučínská x Slovenská - od Švermy,Ostatní,300
27.04.2024 14:00,Hlučínská x Slovenská - od Přívozu,Ostatní,64
27.04.2024 15:00,Novinářská x 28. října - od Fifejd,Ostatní,221
27.04.2024 15:00,Novinářská x 28. října - od Vítkovic,Ostatní,143
27.04.2024 15:00,Novinářská x 28. října - od Vítkovic,Velké,2
27.04.2024 15:00,Novinářská x 28. října - od centra,Ostatní,94
27.04.2024 15:00,Novinářská x 28. října - od Poruby,Ostatní,227
27.04.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,52
27.04.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,26
27.04.2024 15:00,Bohumínská x 28. října - směr Přívoz,Ostatní,98
27.04.2024 15:00,Hlučínská x Slovenská - od Švermy,Ostatní,351
27.04.2024 15:00,Hlučínská x Slovenská - od Přívozu,Ostatní,64
27.04.2024 16:00,Novinářská x 28. října - od Fifejd,Ostatní,227
27.04.2024 16:00,Novinářská x 28. října - od Vítkovic,Ostatní,143
27.04.2024 16:00,Novinářská x 28. října - od Vítkovic,Velké,3
27.04.2024 16:00,Novinářská x 28. října - od centra,Ostatní,94
27.04.2024 16:00,Novinářská x 28. října - od centra,Velké,2
27.04.2024 16:00,Novinářská x 28. října - od Poruby,Ostatní,211
27.04.2024 16:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,54
27.04.2024 16:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,16
27.04.2024 16:00,Bohumínská x 28. října - směr Přívoz,Ostatní,76
27.04.2024 16:00,Hlučínská x Slovenská - od Švermy,Ostatní,325
27.04.2024 16:00,Hlučínská x Slovenská - od Přívozu,Ostatní,45
27.04.2024 17:00,Novinářská x 28. října - od Fifejd,Ostatní,226
27.04.2024 17:00,Novinářská x 28. října - od Vítkovic,Ostatní,111
27.04.2024 17:00,Novinářská x 28. října - od Vítkovic,Velké,2
27.04.2024 17:00,Novinářská x 28. října - od centra,Ostatní,132
27.04.2024 17:00,Novinářská x 28. října - od centra,Velké,2
27.04.2024 17:00,Novinářská x 28. října - od Poruby,Ostatní,199
27.04.2024 17:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,62
27.04.2024 17:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,27
27.04.2024 17:00,Bohumínská x 28. října - směr Přívoz,Ostatní,84
27.04.2024 17:00,Hlučínská x Slovenská - od Švermy,Ostatní,316
27.04.2024 17:00,Hlučínská x Slovenská - od Přívozu,Ostatní,50
27.04.2024 18:00,Novinářská x 28. října - od Fifejd,Ostatní,213
27.04.2024 18:00,Novinářská x 28. října - od Fifejd,Velké,1
27.04.2024 18:00,Novinářská x 28. října - od Vítkovic,Ostatní,124
27.04.2024 18:00,Novinářská x 28. října - od Vítkovic,Velké,2
27.04.2024 18:00,Novinářská x 28. října - od centra,Ostatní,115
27.04.2024 18:00,Novinářská x 28. října - od centra,Velké,1
27.04.2024 18:00,Novinářská x 28. října - od Poruby,Ostatní,217
27.04.2024 18:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,115
27.04.2024 18:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,23
27.04.2024 18:00,Bohumínská x 28. října - směr Přívoz,Ostatní,111
27.04.2024 18:00,Hlučínská x Slovenská - od Švermy,Ostatní,348
27.04.2024 18:00,Hlučínská x Slovenská - od Přívozu,Ostatní,54
27.04.2024 19:00,Novinářská x 28. října - od Fifejd,Ostatní,198
27.04.2024 19:00,Novinářská x 28. října - od Vítkovic,Ostatní,108
27.04.2024 19:00,Novinářská x 28. října - od Vítkovic,Velké,2
27.04.2024 19:00,Novinářská x 28. října - od centra,Ostatní,79
27.04.2024 19:00,Novinářská x 28. října - od centra,Velké,1
27.04.2024 19:00,Novinářská x 28. října - od Poruby,Ostatní,158
27.04.2024 19:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,114
27.04.2024 19:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,23
27.04.2024 19:00,Bohumínská x 28. října - směr Přívoz,Ostatní,41
27.04.2024 19:00,Hlučínská x Slovenská - od Švermy,Ostatní,345
27.04.2024 19:00,Hlučínská x Slovenská - od Přívozu,Ostatní,32
27.04.2024 20:00,Novinářská x 28. října - od Fifejd,Ostatní,130
27.04.2024 20:00,Novinářská x 28. října - od Fifejd,Velké,1
27.04.2024 20:00,Novinářská x 28. října - od Vítkovic,Ostatní,72
27.04.2024 20:00,Novinářská x 28. října - od Vítkovic,Velké,5
27.04.2024 20:00,Novinářská x 28. října - od centra,Ostatní,64
27.04.2024 20:00,Novinářská x 28. října - od Poruby,Ostatní,91
27.04.2024 20:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,47
